instrument	category	source_table	collection
ESW Analog - Korg Pro Saw WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Analog/ESW Analog - Korg Pro Saw.wav	Echo Sound Works Core (free pack)
ESW Analog - PWM Drift WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Analog/ESW Analog - PWM Drift.wav	Echo Sound Works Core (free pack)
ESW Analog - SH101 Square 1 WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Analog/ESW Analog - SH101 Square 1.wav	Echo Sound Works Core (free pack)
ESW Basics - MB Saw WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - MB Saw.wav	Echo Sound Works Core (free pack)
ESW Basics - PWM Pulse 01 WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - PWM Pulse 01.wav	Echo Sound Works Core (free pack)
ESW Basics - PWM Saw 01 WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - PWM Saw 01.wav	Echo Sound Works Core (free pack)
ESW Basics - Saw Collection WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - Saw Collection.wav	Echo Sound Works Core (free pack)
ESW Basics - Saw Dual 02 WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - Saw Dual 02.wav	Echo Sound Works Core (free pack)
ESW Basics - Saw Thin WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - Saw Thin.wav	Echo Sound Works Core (free pack)
ESW Basics - Sine 03 WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - Sine 03.wav	Echo Sound Works Core (free pack)
ESW Basics - Sine Saw Reveal WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - Sine Saw Reveal.wav	Echo Sound Works Core (free pack)
ESW Basics - Square Collection WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - Square Collection.wav	Echo Sound Works Core (free pack)
ESW Basics - Square Pushy WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - Square Pushy.wav	Echo Sound Works Core (free pack)
ESW Basics - Triangle Saw WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Basics/ESW Basics - Triangle Saw.wav	Echo Sound Works Core (free pack)
ESW Digital - Expansion WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Expansion.wav	Echo Sound Works Core (free pack)
ESW Digital - Flavor X WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Flavor X.wav	Echo Sound Works Core (free pack)
ESW Digital - Fuzz Saw WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Fuzz Saw.wav	Echo Sound Works Core (free pack)
ESW Digital - Fuzz Screech WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Fuzz Screech.wav	Echo Sound Works Core (free pack)
ESW Digital - Mirror WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Mirror.wav	Echo Sound Works Core (free pack)
ESW Digital - SSW 01 WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - SSW 01.wav	Echo Sound Works Core (free pack)
ESW Digital - SSW 02 WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - SSW 02.wav	Echo Sound Works Core (free pack)
ESW Digital - SSW 03 WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - SSW 03.wav	Echo Sound Works Core (free pack)
ESW Digital - Saw Formant WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Saw Formant.wav	Echo Sound Works Core (free pack)
ESW Digital - Simple Formant WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Simple Formant.wav	Echo Sound Works Core (free pack)
ESW Digital - Sqaure Saw Bits WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Digital/ESW Digital - Sqaure Saw Bits.wav	Echo Sound Works Core (free pack)
ESW FM - Harmonics 01 WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/FM/ESW FM - Harmonics 01.wav	Echo Sound Works Core (free pack)
ESW FM - Sub Grits WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/FM/ESW FM - Sub Grits.wav	Echo Sound Works Core (free pack)
ESW Growl - Roar WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Growl/ESW Growl - Roar.wav	Echo Sound Works Core (free pack)
ESW One Shot - BS Throaty WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Synth One Shots/ESW One Shot - BS Throaty.wav	Echo Sound Works Core (free pack)
ESW Spectral - Groans WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Spectral/ESW Spectral - Groans.wav	Echo Sound Works Core (free pack)
ESW Spectral - Tribal WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Spectral/ESW Spectral - Tribal.wav	Echo Sound Works Core (free pack)
ESW Vocal - Felicity WT.xrni	pulse and round	/home/meneses/Projects/renoise/wavetable-packs/esw/Echo Sound Works Core Tables/Vocal/ESW Vocal - Felicity.wav	Echo Sound Works Core (free pack)
Electric Crackly Fall 2 WT.xrni	pulse and round	/home/meneses/.local/share/vital/VitalPresets/Presets/Electric Crackly Fall 2.vital	user/Discord presets (third-party)
FAFQUAAF DONEKY WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/FAFQUAAF DONEKY.vital	other
FF - Random soundscape or whatever WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/FF - Random soundscape or whatever.vital	other
FF - Torturecore-like Bass but Sequenced WT.xrni	pulse and round	/home/meneses/.local/share/vital/Growl 4 - Screech Tearout/Presets/FF - Torturecore-like Bass but Sequenced.vital	user/Discord presets (third-party)
FM FB3 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/FM Feedback/FM FB3.vitaltable	Kimura Taro (CC0)
FRACTA01 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/FRACTA01.vitaltable	WaveEdit Online (CC0)
Fat Sine Sub from VCDO Module WT.xrni	pulse and round	/home/meneses/.local/share/vital/VitalPresets/Presets/Fat Sine Sub from VCDO Module.vital	user/Discord presets (third-party)
Ferine MultiOSC WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Ferine/Ferine MultiOSC.vitaltable	Kimura Taro (CC0)
Ferrine Waldh IDY WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Ferine/Ferrine Waldh IDY.vitaltable	Kimura Taro (CC0)
Ferrine Walsh DY WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Ferine/Ferrine Walsh DY.vitaltable	Kimura Taro (CC0)
GRAV-A3 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/GRAV-A3.vitaltable	WaveEdit Online (CC0)
GRAV-A7 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/GRAV-A7.vitaltable	WaveEdit Online (CC0)
GRAV-A9 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/GRAV-A9.vitaltable	WaveEdit Online (CC0)
Glassy Keys WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Glassy Keys.vital	other
Gosma Growl WT.xrni	pulse and round	/home/meneses/.local/share/vital/Growl 2 - Talking Yoi/Presets/Gosma Growl.vital	user/Discord presets (third-party)
Granule Storm WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Granule Storm.vital	other
Grungy Robot Voice WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Grungy Robot Voice.vital	other
Guitar - Rock Your World WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Guitar - Rock Your World.vital	other
Guitar Record WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Guitar Record.vital	other
Half Clip1 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Half Clip/Half Clip1.vitaltable	Kimura Taro (CC0)
Half Clip2 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Half Clip/Half Clip2.vitaltable	Kimura Taro (CC0)
Half Clip3 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Half Clip/Half Clip3.vitaltable	Kimura Taro (CC0)
Halfsaw WT.xrni	pulse and round	/home/meneses/.local/share/vital/VitalPresets/Presets/Halfsaw.vital	user/Discord presets (third-party)
Hardcore FM1 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Hardcore FM/Hardcore FM1.vitaltable	Kimura Taro (CC0)
Horizon Remake Pluck 1 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Horizon Remake Pluck 1.vital	other
Indigestion Groove WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Indigestion Groove.vital	other
Instrument WT.xrni	pulse and round	/home/meneses/.local/share/vital/nahush2321/Presets/Instrument.vital	user/Discord presets (third-party)
JX8P Warm Pad WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/JX8P Warm Pad.vital	other
Jupiter Bass WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Jupiter Bass.vital	other
KERMIT00 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/KERMIT00.vitaltable	WaveEdit Online (CC0)
KERMIT01 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/KERMIT01.vitaltable	WaveEdit Online (CC0)
KYMA_PAR WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/KYMA_PAR.vitaltable	WaveEdit Online (CC0)
Keys - Delayed Flight WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Keys - Delayed Flight.vital	other
Keys - In My Lab WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Keys - In My Lab.vital	other
Kick 20 WT.xrni	pulse and round	/home/meneses/.local/share/vital/nahush2321/Presets/Kick 20.vital	user/Discord presets (third-party)
LEAD - Wide WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/LEAD - Wide.vital	other
LFO Tool2 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/LFO Tools/LFO Tool2.vitaltable	Kimura Taro (CC0)
LFO Tool3 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/LFO Tools/LFO Tool3.vitaltable	Kimura Taro (CC0)
LFO Tool4 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/LFO Tools/LFO Tool4.vitaltable	Kimura Taro (CC0)
LFO Tool5 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/LFO Tools/LFO Tool5.vitaltable	Kimura Taro (CC0)
LFO Tool7 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/LFO Tools/LFO Tool7.vitaltable	Kimura Taro (CC0)
LFO_PL00 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/LFO_PL00.vitaltable	WaveEdit Online (CC0)
Lead - Poly Magic WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Lead - Poly Magic.vital	other
Lead Hollow WT.xrni	pulse and round	/home/meneses/.local/share/vital/VitalPresets/Presets/Lead Hollow.vital	user/Discord presets (third-party)
Love Affair WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Love Affair.vital	other
MS 20 Ring PS1 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift1/MS 20 Ring PS1.vitaltable	Kimura Taro (CC0)
MS 20 Ring-PS2 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift2/MS 20 Ring-PS2.vitaltable	Kimura Taro (CC0)
MS 20 Saw PS1 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Korg Analog  Synth PhaseShift1/MS 20 Saw PS1.vitaltable	Kimura Taro (CC0)
Melda CustumWave2 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Melda Oscillator/Melda CustumWave2.vitaltable	Kimura Taro (CC0)
Melda SKEW WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Melda Oscillator/Melda SKEW.vitaltable	Kimura Taro (CC0)
MeldaComb_FM WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Filter Sweep/MeldaComb+FM.vitaltable	Kimura Taro (CC0)
Melody 17 WT.xrni	pulse and round	/home/meneses/.local/share/vital/nahush2321/Presets/Melody 17.vital	user/Discord presets (third-party)
Modulo13 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Modulo/Modulo13.vitaltable	Kimura Taro (CC0)
Modulo15 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Modulo/Modulo15.vitaltable	Kimura Taro (CC0)
Modulo16 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Modulo/Modulo16.vitaltable	Kimura Taro (CC0)
Modulo17 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Modulo/Modulo17.vitaltable	Kimura Taro (CC0)
Modulo6 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Modulo/Modulo6.vitaltable	Kimura Taro (CC0)
Modulo8 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Modulo/Modulo8.vitaltable	Kimura Taro (CC0)
Modulo9 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Modulo/Modulo9.vitaltable	Kimura Taro (CC0)
Netrunner Bass WT.xrni	pulse and round	/home/meneses/.local/share/vital/VitalBank/Presets/Netrunner Bass.vital	other
New shoit WT.xrni	pulse and round	/home/meneses/.local/share/vital/nahush2321/Wavetables/New shoit.vitaltable	user/Discord presets (third-party)
New wave WT.xrni	pulse and round	/home/meneses/.local/share/vital/nahush2321/Wavetables/New wave.vitaltable	user/Discord presets (third-party)
Notahorn Ciddy Cute Kick 2 WT.xrni	pulse and round	/home/meneses/.local/share/vital/VitalPresets/Presets/Notahorn Ciddy Cute Kick 2.vital	user/Discord presets (third-party)
Nothing to Lose WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Nothing to Lose.vital	other
OverProcessed_Yoi_Guitar WT.xrni	pulse and round	/home/meneses/.local/share/vital/Growl 2 - Talking Yoi/Presets/OverProcessed_Yoi_Guitar.vital	user/Discord presets (third-party)
Overhead Pad WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Overhead Pad.vital	other
PD PWM3 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD PWM/PD PWM3.vitaltable	Kimura Taro (CC0)
PD PWM6 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PD PWM/PD PWM6.vitaltable	Kimura Taro (CC0)
PD2 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD2.vitaltable	Kimura Taro (CC0)
PD3 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase Distortion/PD3.vitaltable	Kimura Taro (CC0)
PMSimple8 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/PM[Simple]/PMSimple8.vitaltable	Kimura Taro (CC0)
PPG_WA15 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA15.vitaltable	WaveEdit Online (CC0)
PPG_WA16 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA16.vitaltable	WaveEdit Online (CC0)
PPG_WA17 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA17.vitaltable	WaveEdit Online (CC0)
PPG_WA23 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA23.vitaltable	WaveEdit Online (CC0)
PPG_WA26 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA26.vitaltable	WaveEdit Online (CC0)
PPG_WA29 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/PPG_WA29.vitaltable	WaveEdit Online (CC0)
Pad - Magician WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Pad - Magician.vital	other
Phase4 WT.xrni	pulse and round	/home/meneses/.local/share/vital/Kimura Taro/Wavetables/Phase/Phase4.vitaltable	Kimura Taro (CC0)
PlutoPad WT.xrni	pulse and round	/home/meneses/.local/share/vital/VitalBank/Presets/PlutoPad.vital	other
QUX_FMY WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/QUX_FMY.vitaltable	WaveEdit Online (CC0)
RCcar WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/RCcar.vital	other
Rager Bass WT.xrni	pulse and round	/home/meneses/.local/share/vital/Growl 6 - Heavy Basses/Presets/Rager Bass.vital	user/Discord presets (third-party)
Rave 2 WT.xrni	pulse and round	/home/meneses/.local/share/vital/nahush2321/Wavetables/Rave 2.vitaltable	user/Discord presets (third-party)
Ravenholm WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Ravenholm.vital	other
Rawstyle Kick WT.xrni	pulse and round	/home/meneses/.local/share/vital/Vital Harvest/Presets/Rawstyle Kick.vital	other
SAW RODS WT.xrni	pulse and round	/home/meneses/.local/share/vital/nahush2321/Wavetables/SAW RODS.vitaltable	user/Discord presets (third-party)
SAW TO SMALL TRIANGLES WT.xrni	pulse and round	/home/meneses/.local/share/vital/nahush2321/Wavetables/SAW TO SMALL TRIANGLES.vitaltable	user/Discord presets (third-party)
SAW WITH ELEMENTS WT.xrni	pulse and round	/home/meneses/.local/share/vital/nahush2321/Wavetables/SAW WITH ELEMENTS.vitaltable	user/Discord presets (third-party)
SINE2SAW WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SINE2SAW.vitaltable	WaveEdit Online (CC0)
SINE_A01 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SINE_A01.vitaltable	WaveEdit Online (CC0)
SINE_A02 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SINE_A02.vitaltable	WaveEdit Online (CC0)
SOHLER16 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER16.vitaltable	WaveEdit Online (CC0)
SOHLER38 WT.xrni	pulse and round	/home/meneses/.local/share/vital/WaveEdit Online/Wavetables/SOHLER38.vitaltable	WaveEdit Online (CC0)
